6.560000000001874e-05 3.623379543401219e+14 
6.560020000001874e-05 3.613368518345305e+14 
6.560040000001874e-05 3.603319160855616e+14 
6.560060000001873e-05 3.593231142860124e+14 
6.560080000001877e-05 3.583104128811102e+14 
6.560100000001874e-05 3.572937775400419e+14 
6.560120000001875e-05 3.562731731142042e+14 
6.560140000001876e-05 3.552485636075648e+14 
6.560160000001877e-05 3.542199121345520e+14 
6.560180000001877e-05 3.531871808751164e+14 
6.560200000001878e-05 3.521503310418207e+14 
6.560220000001878e-05 3.511093228265347e+14 
6.560240000001880e-05 3.500641153570114e+14 
6.560260000001880e-05 3.490146666479541e+14 
6.560280000001880e-05 3.479609335482016e+14 
6.560300000001880e-05 3.469028716885346e+14 
6.560320000001881e-05 3.458404354216461e+14 
6.560340000001881e-05 3.447735777681161e+14 
6.560360000001883e-05 3.437022503465148e+14 
6.560380000001883e-05 3.426264033169602e+14 
6.560400000001883e-05 3.415459853061454e+14 
6.560420000001884e-05 3.404609433381428e+14 
6.560440000001884e-05 3.393712227602868e+14 
6.560460000001884e-05 3.382767671636094e+14 
6.560480000001883e-05 3.371775183025272e+14 
6.560500000001884e-05 3.360734160075948e+14 
6.560520000001886e-05 3.349643980950305e+14 
6.560540000001886e-05 3.338504002769692e+14 
6.560560000001886e-05 3.327313560596782e+14 
6.560580000001887e-05 3.316071966433472e+14 
6.560600000001886e-05 3.304778508160071e+14 
6.560620000001887e-05 3.293432448401298e+14 
6.560640000001889e-05 3.282033023385411e+14 
6.560660000001889e-05 3.270579441732537e+14 
6.560680000001888e-05 3.259070883177742e+14 
6.560700000001890e-05 3.247506497285905e+14 
6.560720000001890e-05 3.235885402065914e+14 
6.560740000001889e-05 3.224206682549898e+14 
6.560760000001890e-05 3.212469389306076e+14 
6.560780000001892e-05 3.200672536923948e+14 
6.560800000001892e-05 3.188815102384101e+14 
6.560820000001892e-05 3.176896023416633e+14 
6.560840000001893e-05 3.164914196765071e+14 
6.560860000001893e-05 3.152868476391481e+14 
6.560880000001893e-05 3.140757671620278e+14 
6.560900000001893e-05 3.128580545205616e+14 
6.560920000001896e-05 3.116335811317694e+14 
6.560940000001895e-05 3.104022133480235e+14 
6.560960000001895e-05 3.091638122394734e+14 
6.560980000001895e-05 3.079182334348550e+14 
6.561000000001896e-05 3.066653266409885e+14 
6.561020000001896e-05 3.054049357681660e+14 
6.561040000001896e-05 3.041368984374732e+14 
6.561060000001898e-05 3.028610457861889e+14 
6.561080000001897e-05 3.015772021939292e+14 
6.561100000001899e-05 3.002851850066171e+14 
6.561120000001898e-05 2.989848042447089e+14 
6.561140000001899e-05 2.976758622987515e+14 
6.561160000001899e-05 2.963581536174136e+14 
6.561180000001901e-05 2.950314643790064e+14 
6.561200000001901e-05 2.936955721457861e+14 
6.561220000001902e-05 2.923502455080418e+14 
6.561240000001901e-05 2.909952437123816e+14 
6.561260000001901e-05 2.896303162491576e+14 
6.561280000001904e-05 2.882552024541859e+14 
6.561300000001902e-05 2.868696310809619e+14 
6.561320000001904e-05 2.854733197701114e+14 
6.561340000001904e-05 2.840659746405951e+14 
6.561360000001904e-05 2.826472897422481e+14 
6.561380000001903e-05 2.812169463583704e+14 
6.561400000001905e-05 2.797746125933488e+14 
6.561420000001905e-05 2.783199426569825e+14 
6.561440000001907e-05 2.768525759108430e+14 
6.561460000001907e-05 2.753721364994325e+14 
6.561480000001907e-05 2.738782320283166e+14 
6.561500000001907e-05 2.723704532880198e+14 
6.561520000001907e-05 2.708483723148552e+14 
