124 falp.dat
-9.97000e+00 1.74005e+08 3.60000e+04 1.88600e+00 9.29500e-01 8.63100e-04 4.04200e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-9.93600e+00 1.73994e+08 2.35000e+04 1.84100e+00 8.85800e-01 2.67500e-03 5.90100e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-9.85200e+00 1.73986e+08 1.70000e+04 1.79100e+00 8.35600e-01 6.68600e-03 7.69500e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-9.57600e+00 1.73975e+08 1.20000e+04 1.70800e+00 7.47200e-01 1.91400e-02 1.01400e-12 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-9.27600e+00 1.73965e+08 1.05000e+04 1.71300e+00 7.01700e-01 2.92900e-02 1.14800e-12 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-8.95200e+00 1.73950e+08 9.60000e+03 1.70500e+00 6.34900e-01 3.73300e-02 1.14200e-12 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-8.66000e+00 1.73925e+08 9.10000e+03 1.69500e+00 5.51600e-01 3.99700e-02 1.05100e-12 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-8.02100e+00 1.73700e+08 8.70000e+03 1.67200e+00 4.03600e-01 3.49400e-02 8.09300e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-7.84500e+00 1.73527e+08 8.62320e+03 1.67400e+00 3.82900e-01 3.43300e-02 7.75900e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-7.56700e+00 1.73034e+08 8.54070e+03 1.69100e+00 3.58000e-01 3.33500e-02 7.34200e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-7.25600e+00 1.71873e+08 8.48050e+03 1.75000e+00 3.49300e-01 3.34300e-02 7.22800e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-6.98600e+00 1.70000e+08 8.40000e+03 1.86300e+00 3.58400e-01 3.55400e-02 7.52300e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-6.72900e+00 1.67193e+08 8.29080e+03 2.05600e+00 3.81300e-01 3.96000e-02 8.18700e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
-6.42900e+00 1.62329e+08 8.13920e+03 2.45700e+00 4.22900e-01 4.65400e-02 9.45300e-13 1.00000e+03 0.00000e+00 0.00000e+00 5.23599e-01 5.23599e-01
