57 falc.dat
-7.54493e+00 2.11928e+08 9.98300e+03 3.08000e-01 9.44000e-02 0.00000e+00 2.29800e-13 0.00000e+00 7.64200e+05 0.00000e+00 7.85398e-01 1.04720e+00
-7.48313e+00 2.11840e+08 9.73500e+03 3.07000e-01 8.87000e-02 0.00000e+00 2.39900e-13 0.00000e+00 7.59100e+05 0.00000e+00 7.85398e-01 1.04720e+00
-7.41768e+00 2.11729e+08 9.58700e+03 3.06000e-01 8.29000e-02 0.00000e+00 2.48900e-13 0.00000e+00 7.54700e+05 0.00000e+00 7.85398e-01 1.04720e+00
-7.32886e+00 2.11543e+08 9.45800e+03 3.05000e-01 7.58000e-02 0.00000e+00 2.59800e-13 0.00000e+00 7.49300e+05 0.00000e+00 7.85398e-01 1.04720e+00
-7.09423e+00 2.10810e+08 9.35800e+03 3.09000e-01 7.55000e-02 0.00000e+00 2.67300e-13 0.00000e+00 7.45300e+05 0.00000e+00 7.85398e-01 1.04720e+00
-6.83701e+00 2.09410e+08 9.22800e+03 3.18000e-01 7.83000e-02 0.00000e+00 2.77700e-13 0.00000e+00 7.39900e+05 0.00000e+00 7.85398e-01 1.04720e+00
-6.52193e+00 2.06213e+08 8.98800e+03 3.38000e-01 8.25000e-02 0.00000e+00 3.05100e-13 0.00000e+00 7.26800e+05 0.00000e+00 7.85398e-01 1.04720e+00
-6.26092e+00 2.01428e+08 8.63500e+03 3.72000e-01 8.55000e-02 0.00000e+00 3.58200e-13 0.00000e+00 7.04400e+05 0.00000e+00 7.85398e-01 1.04720e+00
-6.07307e+00 1.96053e+08 8.27300e+03 4.18000e-01 8.64000e-02 0.00000e+00 4.35800e-13 0.00000e+00 6.82300e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.93183e+00 1.90484e+08 7.97000e+03 4.78000e-01 8.63000e-02 0.00000e+00 5.38200e-13 0.00000e+00 6.61400e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.83342e+00 1.85621e+08 7.78000e+03 5.42000e-01 8.70000e-02 0.00000e+00 6.47300e-13 0.00000e+00 6.43200e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.72908e+00 1.79457e+08 7.60000e+03 6.45000e-01 8.86000e-02 0.00000e+00 8.21600e-13 0.00000e+00 6.20700e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.61697e+00 1.71531e+08 7.41000e+03 8.27000e-01 9.04000e-02 0.00000e+00 1.13500e-12 0.00000e+00 5.93200e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.50802e+00 1.62333e+08 7.22000e+03 1.14000e+00 9.16000e-02 0.00000e+00 1.69400e-12 0.00000e+00 5.59100e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.42112e+00 1.53897e+08 7.08000e+03 1.57000e+00 9.40000e-02 0.00000e+00 2.49400e-12 0.00000e+00 5.29700e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.32579e+00 1.43753e+08 6.91000e+03 2.42000e+00 9.84000e-02 0.00000e+00 4.13600e-12 0.00000e+00 4.92600e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.23291e+00 1.33441e+08 6.74000e+03 3.96000e+00 1.06000e-01 0.00000e+00 7.25100e-12 0.00000e+00 4.50400e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.15060e+00 1.24279e+08 6.57000e+03 6.37000e+00 1.11000e-01 0.00000e+00 1.24800e-11 0.00000e+00 4.06000e+05 0.00000e+00 7.85398e-01 1.04720e+00
-5.06274e+00 1.14743e+08 6.37000e+03 1.10000e+01 1.13000e-01 0.00000e+00 2.32800e-11 0.00000e+00 3.55300e+05 0.00000e+00 7.85398e-01 1.04720e+00
-4.97233e+00 1.05709e+08 6.18000e+03 1.96000e+01 1.14000e-01 0.00000e+00 4.42000e-11 0.00000e+00 3.05300e+05 0.00000e+00 7.85398e-01 1.04720e+00
-4.87017e+00 9.67298e+07 5.95000e+03 3.61000e+01 1.07000e-01 0.00000e+00 8.71900e-11 0.00000e+00 2.59600e+05 0.00000e+00 7.85398e-01 1.04720e+00
