   124       1.         5000.=WAVLEN FOR TAU & KAPPA    1=RAY NUMBER   Fontenla: model P, interpolated, plage model
  -3.008  4.65383E+07   4898.1 2.996E+03 3.880E-01 1.271E-02 1.185E-08 0.0 0.0E+00  0.00E+00
  -2.927  4.53851E+07   4899.0 3.305E+03 4.231E-01 1.383E-02 1.311E-08 0.0 0.0E+00  0.00E+00
  -2.847  4.42371E+07   4903.1 3.646E+03 4.622E-01 1.505E-02 1.448E-08 0.0 0.0E+00  0.00E+00
  -2.767  4.30889E+07   4910.4 4.022E+03 5.059E-01 1.636E-02 1.596E-08 0.0 0.0E+00  0.00E+00
  -2.687  4.19354E+07   4920.0 4.437E+03 5.547E-01 1.778E-02 1.758E-08 0.0 0.0E+00  0.00E+00
  -2.607  4.07762E+07   4931.6 4.893E+03 6.091E-01 1.933E-02 1.934E-08 0.0 0.0E+00  0.00E+00
  -2.528  3.96187E+07   4944.3 5.390E+03 6.690E-01 2.099E-02 2.124E-08 0.0 0.0E+00  0.00E+00
  -2.450  3.84709E+07   4957.6 5.928E+03 7.343E-01 2.277E-02 2.330E-08 0.0 0.0E+00  0.00E+00
  -2.371  3.73180E+07   4971.4 6.521E+03 8.063E-01 2.471E-02 2.556E-08 0.0 0.0E+00  0.00E+00
  -2.293  3.61607E+07   4985.6 7.177E+03 8.859E-01 2.682E-02 2.806E-08 0.0 0.0E+00  0.00E+00
  -2.215  3.50000E+07   5000.0 7.905E+03 9.734E-01 2.913E-02 3.084E-08 0.0 0.0E+00  0.00E+00
  -2.138  3.38568E+07   5014.3 8.697E+03 1.068E+00 3.161E-02 3.386E-08 0.0 0.0E+00  0.00E+00
  -2.061  3.27089E+07   5029.2 9.576E+03 1.173E+00 3.430E-02 3.718E-08 0.0 0.0E+00  0.00E+00
  -1.984  3.15541E+07   5045.4 1.055E+04 1.291E+00 3.722E-02 4.079E-08 0.0 0.0E+00  0.00E+00
  -1.908  3.03903E+07   5063.5 1.163E+04 1.422E+00 4.038E-02 4.467E-08 0.0 0.0E+00  0.00E+00
  -1.832  2.92415E+07   5083.5 1.279E+04 1.567E+00 4.371E-02 4.874E-08 0.0 0.0E+00  0.00E+00
  -1.758  2.80954E+07   5105.4 1.405E+04 1.727E+00 4.727E-02 5.307E-08 0.0 0.0E+00  0.00E+00
  -1.684  2.69405E+07   5128.9 1.544E+04 1.903E+00 5.110E-02 5.775E-08 0.0 0.0E+00  0.00E+00
  -1.610  2.57782E+07   5153.4 1.697E+04 2.096E+00 5.526E-02 6.286E-08 0.0 0.0E+00  0.00E+00
  -1.536  2.46185E+07   5178.2 1.862E+04 2.304E+00 5.973E-02 6.842E-08 0.0 0.0E+00  0.00E+00
  -1.463  2.34708E+07   5202.8 2.040E+04 2.530E+00 6.452E-02 7.441E-08 0.0 0.0E+00  0.00E+00
  -1.390  2.23185E+07   5227.8 2.234E+04 2.786E+00 6.978E-02 8.094E-08 0.0 0.0E+00  0.00E+00
  -1.318  2.11615E+07   5253.4 2.447E+04 3.081E+00 7.559E-02 8.800E-08 0.0 0.0E+00  0.00E+00
  -1.245  2.00000E+07   5280.0 2.679E+04 3.426E+00 8.205E-02 9.563E-08 0.0 0.0E+00  0.00E+00
  -1.173  1.88526E+07   5307.2 2.929E+04 3.818E+00 8.909E-02 1.037E-07 0.0 0.0E+00  0.00E+00
  -1.102  1.77012E+07   5335.0 3.201E+04 4.249E+00 9.672E-02 1.125E-07 0.0 0.0E+00  0.00E+00
  -1.030  1.65459E+07   5363.0 3.499E+04 4.700E+00 1.048E-01 1.220E-07 0.0 0.0E+00  0.00E+00
  -0.959  1.53871E+07   5390.9 3.823E+04 5.153E+00 1.133E-01 1.325E-07 0.0 0.0E+00  0.00E+00
  -0.888  1.42324E+07   5418.0 4.173E+04 5.593E+00 1.220E-01 1.439E-07 0.0 0.0E+00  0.00E+00
  -0.817  1.30789E+07   5446.2 4.552E+04 6.084E+00 1.316E-01 1.561E-07 0.0 0.0E+00  0.00E+00
