61 falc_61.dat
-5.000000e+00 1.084739e+08 6.238150e+03 1.642401e+01 1.136939e-01 0.000000e+00 3.779743e-11 0.000000e+00 3.206025e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.900000e+00 9.935166e+07 6.017158e+03 3.020339e+01 1.090440e-01 0.000000e+00 7.463722e-11 0.000000e+00 2.729441e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.800000e+00 9.127026e+07 5.796826e+03 5.268670e+01 9.958313e-02 0.000000e+00 1.350852e-10 0.000000e+00 2.321092e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.700000e+00 8.416171e+07 5.571519e+03 8.740693e+01 8.559834e-02 0.000000e+00 2.327060e-10 0.000000e+00 2.003031e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.600000e+00 7.796910e+07 5.323747e+03 1.400152e+02 6.912707e-02 0.000000e+00 4.018008e-10 0.000000e+00 1.711144e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.500000e+00 7.261492e+07 5.068189e+03 2.149033e+02 5.656317e-02 0.000000e+00 6.604347e-10 0.000000e+00 1.475735e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.400000e+00 6.832247e+07 4.852642e+03 3.104052e+02 5.270059e-02 0.000000e+00 1.001509e-09 0.000000e+00 1.325732e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.300000e+00 6.496517e+07 4.713639e+03 4.200854e+02 5.769206e-02 0.000000e+00 1.385157e-09 0.000000e+00 1.198734e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.200000e+00 6.244485e+07 4.637821e+03 5.294910e+02 6.712499e-02 0.000000e+00 1.800321e-09 0.000000e+00 1.107191e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.100000e+00 6.019176e+07 4.582175e+03 6.524066e+02 7.797591e-02 0.000000e+00 2.225547e-09 0.000000e+00 1.026969e+05 0.000000e+00 7.853980e-01 1.047200e+00
-4.000000e+00 5.823519e+07 4.549222e+03 7.819977e+02 9.057184e-02 0.000000e+00 2.694079e-09 0.000000e+00 9.667087e+04 0.000000e+00 7.853980e-01 1.047200e+00
-3.900000e+00 5.647506e+07 4.531304e+03 9.203663e+02 1.043239e-01 0.000000e+00 3.191302e-09 0.000000e+00 9.196741e+04 0.000000e+00 7.853980e-01 1.047200e+00
