161
      1605.00      11.2262
      1615.00      4.01209
      1625.00      1.60685
      1635.00      2.36579
      1645.00      1.78628
      1655.00     0.328761
      1665.00      2.85099
      1675.00      1.15509
      1685.00      1.47020
      1695.00      1.42868
      1705.00      1.50134
      1715.00      2.48516
      1725.00      3.04333
      1735.00      5.03580
      1745.00      3.23119
      1755.00      2.20699
      1765.00      1.28559
      1775.00      1.10684
      1785.00      1.06325
      1795.00      3.49503
      1805.00      2.03845
      1815.00      1.95127
      1825.00      1.98299
      1835.00      2.11114
      1845.00      1.60545
      1855.00      2.14711
      1865.00      1.90574
      1875.00      1.19189
      1885.00      1.66655
      1895.00      2.17985
      1905.00      1.91610
      1915.00      1.90594
      1925.00      1.44133
      1935.00   0.00372241
      1945.00      1.33221
      1955.00      1.95053
      1965.00      1.95408
      1975.00      2.09385
      1985.00      1.91907
      1995.00      2.03171
      2005.00      1.87865
      2015.00      1.83136
      2025.00      1.37415
      2035.00      1.77198
      2045.00      1.75897
      2055.00      1.72271
      2065.00      1.58351
      2075.00      1.30880
      2085.00      1.45642
      2095.00      2.05222
      2105.00      2.20812
      2115.00      2.49020
      2125.00      1.89076
      2135.00      2.68206
      2145.00      2.31998
      2155.00      2.42225
      2165.00      2.39599
      2175.00      2.43076
      2185.00      2.34432
      2195.00      2.38982
      2205.00      2.37859
      2215.00      2.75233
      2225.00      2.46384
      2235.00      2.04365
      2245.00      2.04234
      2255.00      1.86148
      2265.00      3.24165
      2275.00      2.97178
      2285.00      2.71104
      2295.00      2.68189
      2305.00      2.86309
      2315.00      2.55268
      2325.00      2.68526
      2335.00      3.25192
      2345.00      3.49334
      2355.00      2.78174
      2365.00      2.80619
      2375.00      2.63379
      2385.00      3.25231
      2395.00      2.77225
      2405.00      4.47031
      2415.00      2.80441
      2425.00      2.30972
      2435.00      2.51643
      2445.00      3.53369
      2455.00      6.11799
      2465.00      5.38465
      2475.00      3.08839
      2485.00      2.34024
      2495.00      2.99630
      2505.00      4.37415
      2515.00     0.144625
      2525.00    0.0627093
      2535.00     0.869374
      2545.00      4.37956
      2555.00      6.02332
      2565.00      2.84757
      2575.00      3.02757
      2585.00      2.90254
      2595.00      2.48092
      2605.00      8.45442
      2615.00      5.27264
      2625.00      4.61108
      2635.00      3.70547
      2645.00      2.09361
      2655.00      2.86270
      2665.00      1.66308
      2675.00      2.04295
      2685.00      2.65496
      2695.00      2.36007
      2705.00      1.60371
      2715.00      1.44989
      2725.00      2.02447
      2735.00      1.39339
      2745.00      3.88768
      2755.00      2.67406
      2765.00      1.70638
      2775.00      1.40536
      2785.00      1.11129
      2795.00      1.00000
      2805.00      9.36506
      2815.00      2.99233
      2825.00      2.01919
      2835.00      1.01135
      2845.00    0.0174180
      2855.00    0.0597255
      2865.00     0.539647
      2875.00      1.35104
      2885.00      1.48498
      2895.00      1.27294
      2905.00      1.13023
      2915.00      1.18629
      2925.00      1.25668
      2935.00      1.29349
      2945.00      1.03550
      2955.00      1.39295
      2965.00      1.19562
      2975.00      1.48486
      2985.00      1.85016
      2995.00      1.48465
      3005.00      2.17995
      3015.00      1.60408
      3025.00      1.57442
      3035.00      1.19882
      3045.00      1.24668
      3055.00     0.983818
      3065.00      1.45065
      3075.00      1.31557
      3085.00      1.29200
      3095.00      1.10249
      3100.00     0.230769
      3105.00      1.34490
      3115.00      1.21990
      3125.00      1.18199
      3135.00      1.10877
      3145.00     0.934859
      3155.00      1.26149
      3165.00     0.899763
      3175.00      1.43273
      3185.00      1.01467
      3195.00     0.977003
