50 falc_low_50.dat
-4.621990e+00 7.921800e+07 5.380000e+03 1.270000e+02 7.240000e-02 0.000000e+00 3.524000e-10 0.000000e+00 1.772000e+05 0.000000e+00 0.000000e+00
-4.589970e+00 7.739941e+07 5.298087e+03 1.489676e+02 6.763415e-02 0.000000e+00 4.243346e-10 0.000000e+00 1.683385e+05 0.000000e+00 0.000000e+00
-4.557949e+00 7.558083e+07 5.216174e+03 1.709352e+02 6.286829e-02 0.000000e+00 4.962693e-10 0.000000e+00 1.594770e+05 0.000000e+00 0.000000e+00
-4.523483e+00 7.376224e+07 5.128114e+03 1.982116e+02 5.872911e-02 0.000000e+00 5.882102e-10 0.000000e+00 1.517039e+05 0.000000e+00 0.000000e+00
-4.485654e+00 7.194366e+07 5.031602e+03 2.327876e+02 5.545161e-02 0.000000e+00 7.076602e-10 0.000000e+00 1.454273e+05 0.000000e+00 0.000000e+00
-4.447825e+00 7.012507e+07 4.935090e+03 2.673636e+02 5.217412e-02 0.000000e+00 8.271102e-10 0.000000e+00 1.391508e+05 0.000000e+00 0.000000e+00
-4.397310e+00 6.830649e+07 4.854987e+03 3.208108e+02 5.353867e-02 0.000000e+00 1.015213e-09 0.000000e+00 1.324144e+05 0.000000e+00 0.000000e+00
-4.344417e+00 6.648790e+07 4.777960e+03 3.777963e+02 5.577360e-02 0.000000e+00 1.216188e-09 0.000000e+00 1.255918e+05 0.000000e+00 0.000000e+00
-4.285685e+00 6.466932e+07 4.707688e+03 4.430150e+02 5.938711e-02 0.000000e+00 1.447036e-09 0.000000e+00 1.188381e+05 0.000000e+00 0.000000e+00
-4.210602e+00 6.285073e+07 4.656327e+03 5.312868e+02 6.686070e-02 0.000000e+00 1.761525e-09 0.000000e+00 1.122771e+05 0.000000e+00 0.000000e+00
-4.135520e+00 6.103215e+07 4.604966e+03 6.195586e+02 7.433429e-02 0.000000e+00 2.076014e-09 0.000000e+00 1.057162e+05 0.000000e+00 0.000000e+00
-4.044955e+00 5.921356e+07 4.571597e+03 7.378108e+02 8.549065e-02 0.000000e+00 2.497876e-09 0.000000e+00 1.000449e+05 0.000000e+00 0.000000e+00
-3.947245e+00 5.739498e+07 4.546532e+03 8.699000e+02 9.834675e-02 0.000000e+00 2.969295e-09 0.000000e+00 9.478436e+04 0.000000e+00 0.000000e+00
-3.847368e+00 5.557639e+07 4.523220e+03 1.011135e+03 1.120923e-01 0.000000e+00 3.470766e-09 0.000000e+00 8.960269e+04 0.000000e+00 0.000000e+00
-3.729083e+00 5.375781e+07 4.514809e+03 1.230106e+03 1.333986e-01 0.000000e+00 4.227686e-09 0.000000e+00 8.509181e+04 0.000000e+00 0.000000e+00
-3.610799e+00 5.193922e+07 4.506399e+03 1.449078e+03 1.547048e-01 0.000000e+00 4.984606e-09 0.000000e+00 8.058093e+04 0.000000e+00 0.000000e+00
-3.486892e+00 5.012064e+07 4.507184e+03 1.732421e+03 1.822348e-01 0.000000e+00 5.957249e-09 0.000000e+00 7.644949e+04 0.000000e+00 0.000000e+00
-3.357926e+00 4.830205e+07 4.516244e+03 2.073698e+03 2.153663e-01 0.000000e+00 7.124043e-09 0.000000e+00 7.265956e+04 0.000000e+00 0.000000e+00
-3.228960e+00 4.648347e+07 4.525305e+03 2.414975e+03 2.484978e-01 0.000000e+00 8.290837e-09 0.000000e+00 6.886963e+04 0.000000e+00 0.000000e+00
-3.095942e+00 4.466488e+07 4.545898e+03 2.941447e+03 3.003189e-01 0.000000e+00 1.004611e-08 0.000000e+00 6.538386e+04 0.000000e+00 0.000000e+00
-2.962699e+00 4.284630e+07 4.567131e+03 3.478208e+03 3.531783e-01 0.000000e+00 1.183409e-08 0.000000e+00 6.191499e+04 0.000000e+00 0.000000e+00
-2.829562e+00 4.102771e+07 4.590921e+03 4.117403e+03 4.162303e-01 0.000000e+00 1.394071e-08 0.000000e+00 5.887269e+04 0.000000e+00 0.000000e+00
-2.696607e+00 3.920913e+07 4.619094e+03 4.932199e+03 4.967555e-01 0.000000e+00 1.659359e-08 0.000000e+00 5.656166e+04 0.000000e+00 0.000000e+00
-2.563652e+00 3.739054e+07 4.647267e+03 5.746996e+03 5.772806e-01 0.000000e+00 1.924647e-08 0.000000e+00 5.425063e+04 0.000000e+00 0.000000e+00
-2.432520e+00 3.557196e+07 4.678233e+03 6.893707e+03 6.911754e-01 0.000000e+00 2.291126e-08 0.000000e+00 5.406555e+04 0.000000e+00 0.000000e+00
-2.301874e+00 3.375337e+07 4.709945e+03 8.128930e+03 8.139687e-01 0.000000e+00 2.684589e-08 0.000000e+00 5.444740e+04 0.000000e+00 0.000000e+00
