5.894000000000973e-05 3.257756395231186e+14 9.256793387218979e+07 1.385278881494611e+08 9.177625749840866e+10 
5.894020000000972e-05 3.256735705492340e+14 9.662561455481175e+07 1.441849685875569e+08 9.464424946497966e+10 
5.894040000000971e-05 3.255683401627584e+14 1.009075684549356e+08 1.501297730252486e+08 9.763242771688803e+10 
5.894060000000974e-05 3.254598150645062e+14 1.054287454547763e+08 1.563797436694647e+08 1.007471223999575e+11 
5.894080000000974e-05 3.253478548458839e+14 1.102052588024258e+08 1.629535435358778e+08 1.039950657992605e+11 
5.894100000000973e-05 3.252323115963307e+14 1.152544888064877e+08 1.698711518637272e+08 1.073834223455613e+11 
5.894120000000973e-05 3.251130293844128e+14 1.205951942285556e+08 1.771539711128177e+08 1.109198211129975e+11 
5.894140000000975e-05 3.249898437521224e+14 1.262476404631851e+08 1.848249355309511e+08 1.146123911648525e+11 
5.894160000000974e-05 3.248625811671598e+14 1.322337329803534e+08 1.929086397217976e+08 1.184697999768029e+11 
5.894180000000976e-05 3.247310583757637e+14 1.385771707486162e+08 2.014314695108437e+08 1.225012951933544e+11 
5.894200000000976e-05 3.245950817635938e+14 1.453036082857930e+08 2.104217539886831e+08 1.267167501801022e+11 
5.894220000000976e-05 3.244544466943763e+14 1.524408453428559e+08 2.199099169494840e+08 1.311267137082731e+11 
5.894240000000978e-05 3.243089366693484e+14 1.600190286107757e+08 2.299286514028597e+08 1.357424639728098e+11 
5.894260000000978e-05 3.241583225701228e+14 1.680708648756733e+08 2.405131225152671e+08 1.405760678342124e+11 
5.894280000000977e-05 3.240023617327754e+14 1.766318812593181e+08 2.517011575272578e+08 1.456404454020061e+11 
5.894300000000979e-05 3.238407969932808e+14 1.857406882477875e+08 2.635334840742159e+08 1.509494407327270e+11 
5.894320000000979e-05 3.236733556343274e+14 1.954392986688239e+08 2.760539565824088e+08 1.565178992156267e+11 
5.894340000000980e-05 3.234997482655917e+14 2.057734315517078e+08 2.893098626589015e+08 1.623617525104110e+11 
5.894360000000979e-05 3.233196675934994e+14 2.167929134693284e+08 3.033521812572886e+08 1.684981116647390e+11 
5.894380000000979e-05 3.231327870656448e+14 2.285520677206418e+08 3.182359302530821e+08 1.749453693245046e+11 
5.894400000000982e-05 3.229387594189406e+14 2.411102067968056e+08 3.340204776879821e+08 1.817233121275795e+11 
5.894420000000981e-05 3.227372151357579e+14 2.545320717185949e+08 3.507700032359403e+08 1.888532446133233e+11 
5.894440000000982e-05 3.225277606671915e+14 2.688884601488042e+08 3.685538464961043e+08 1.963581254860024e+11 
5.894460000000982e-05 3.223099765717832e+14 2.842568041710992e+08 3.874470215828289e+08 2.042627179536753e+11 
5.894480000000983e-05 3.220834154874659e+14 3.007219397028337e+08 4.075306446695607e+08 2.125937557438261e+11 
5.894500000000983e-05 3.218475998441775e+14 3.183767555630072e+08 4.288926222876977e+08 2.213801267922506e+11 
5.894520000000983e-05 3.216020194439079e+14 3.373231089311371e+08 4.516281989289674e+08 2.306530762400127e+11 
5.894540000000984e-05 3.213461287533526e+14 3.576728698232815e+08 4.758405405724411e+08 2.404464316789535e+11 
5.894560000000985e-05 3.210793439513465e+14 3.795488059260219e+08 5.016416526797120e+08 2.507968526324392e+11 
5.894580000000985e-05 3.208010397270928e+14 4.030859955999775e+08 5.291529618852637e+08 2.617441077872153e+11 
5.894600000000985e-05 3.205105456823830e+14 4.284328538582925e+08 5.585065002546010e+08 2.733313836756938e+11 
5.894620000000987e-05 3.202071424279034e+14 4.557527179012890e+08 5.898457643948680e+08 2.856056276525714e+11 
5.894640000000986e-05 3.198900573020322e+14 4.852256722019541e+08 6.233266235231122e+08 2.986179311379123e+11 
5.894660000000988e-05 3.195584595627746e+14 5.170500257336467e+08 6.591188396921643e+08 3.124239562970662e+11 
5.894680000000987e-05 3.192114552187456e+14 5.514444861797462e+08 6.974072496522881e+08 3.270844143560027e+11 
5.894700000000987e-05 3.188480811293384e+14 5.886504298454688e+08 7.383932153097078e+08 3.426655992345683e+11 
5.894720000000989e-05 3.184672986673726e+14 6.289339417433670e+08 7.822966722685694e+08 3.592399877892404e+11 
5.894740000000988e-05 3.180679865231976e+14 6.725893462154816e+08 8.293572727079606e+08 3.768869121795292e+11 
5.894760000000990e-05 3.176489328431641e+14 7.199414006910671e+08 8.798372133871834e+08 3.956933151857770e+11 
5.894780000000990e-05 3.172088264187999e+14 7.713489969027693e+08 9.340232652552953e+08 4.157546019845529e+11 
5.894800000000991e-05 3.167462468918931e+14 8.272087353414767e+08 9.922295323642496e+08 4.371755978253803e+11 
5.894820000000991e-05 3.162596538925614e+14 8.879588905661759e+08 1.054800571883416e+09 4.600716326058502e+11 
5.894840000000992e-05 3.157473747727255e+14 9.540837628612194e+08 1.122114966302079e+09 4.845697647553702e+11 
5.894860000000993e-05 3.152075910669847e+14 1.026118457280194e+09 1.194589440813778e+09 5.108101660954509e+11 
5.894880000000993e-05 3.146383231798166e+14 1.104654001009457e+09 1.272683751456202e+09 5.389476952984984e+11 
5.894900000000993e-05 3.140374133174372e+14 1.190343456383056e+09 1.356905987300483e+09 5.691536801688021e+11 
5.894920000000994e-05 3.134025062474591e+14 1.283905440164489e+09 1.447821399872427e+09 6.016179511384209e+11 
5.894940000000994e-05 3.127310276884661e+14 1.386135348935358e+09 1.546056817817658e+09 6.365511542438739e+11 
5.894960000000995e-05 3.120201599366462e+14 1.497907453777517e+09 1.652314471095046e+09 6.741873865748435e+11 
5.894980000000995e-05 3.112668145808044e+14 1.620189671609608e+09 1.767384375190530e+09 7.147872574605217e+11 
5.895000000000994e-05 3.104676005857709e+14 1.754026381074007e+09 1.892149664122259e+09 7.586411636490226e+11 
5.895020000000996e-05 3.096187904361111e+14 1.900591045706566e+09 2.027628238651130e+09 8.060734616917427e+11 
