2.119280e+08 9.683218e-02 9.998805e-01 5.254766e+02 1.092161e+00 4.400000e+06 
2.118400e+08 9.652084e-02 9.998789e-01 5.321423e+02 1.731144e+00 4.400000e+06 
2.117290e+08 9.638986e-02 9.998781e-01 5.356633e+02 2.302366e+00 4.400000e+06 
2.115430e+08 9.626618e-02 9.998773e-01 5.386154e+02 2.973036e+00 4.400000e+06 
2.108100e+08 9.617315e-02 9.998748e-01 5.494443e+02 3.758162e+00 4.400000e+06 
2.094100e+08 9.606528e-02 9.998699e-01 5.705705e+02 5.253681e+00 4.400000e+06 
2.062130e+08 9.579834e-02 9.998590e-01 6.167194e+02 1.011687e+01 4.400000e+06 
2.014280e+08 9.531825e-02 9.998395e-01 6.954805e+02 2.824269e+01 4.400000e+06 
1.960530e+08 9.485276e-02 9.998107e-01 7.988868e+02 8.941646e+01 4.400000e+06 
1.904840e+08 9.443977e-02 9.997677e-01 9.225182e+02 2.632791e+02 4.400000e+06 
1.856210e+08 9.405810e-02 9.997148e-01 1.040025e+03 5.669023e+02 4.400000e+06 
1.794570e+08 9.355864e-02 9.996153e-01 1.205327e+03 1.284484e+03 4.400000e+06 
1.715310e+08 9.295389e-02 9.993932e-01 1.436040e+03 3.251608e+03 4.400000e+06 
1.623330e+08 9.220961e-02 9.988997e-01 1.692980e+03 8.298906e+03 4.400000e+06 
1.538970e+08 9.161565e-02 9.981141e-01 1.909396e+03 1.685287e+04 4.400000e+06 
1.437530e+08 9.085492e-02 9.963588e-01 2.098121e+03 3.679439e+04 4.400000e+06 
1.334410e+08 8.977460e-02 9.929774e-01 2.212075e+03 7.606856e+04 4.400000e+06 
1.242790e+08 8.820002e-02 9.874740e-01 2.176560e+03 1.411502e+05 4.400000e+06 
1.147430e+08 8.582772e-02 9.767970e-01 2.010666e+03 2.697575e+05 4.400000e+06 
1.057090e+08 8.287328e-02 9.573601e-01 1.846602e+03 5.108553e+05 4.400000e+06 
9.672980e+07 7.966409e-02 9.212226e-01 1.525978e+03 9.861461e+05 4.400000e+06 
8.995770e+07 7.705598e-02 8.768613e-01 1.241863e+03 1.622778e+06 4.400000e+06 
8.411500e+07 7.497407e-02 8.205559e-01 9.608388e+02 2.529625e+06 4.400000e+06 
7.921800e+07 7.290010e-02 7.552119e-01 7.105935e+02 3.751234e+06 4.400000e+06 
7.433370e+07 7.049275e-02 6.722082e-01 4.846015e+02 5.645017e+06 4.400000e+06 
6.946630e+07 6.858829e-02 5.687086e-01 3.204095e+02 8.780281e+06 4.400000e+06 
6.415270e+07 6.652185e-02 4.425081e-01 3.089858e+02 1.458688e+07 4.400000e+06 
5.929390e+07 6.441540e-02 3.324042e-01 4.137340e+02 2.325390e+07 4.400000e+06 
5.536460e+07 6.221413e-02 2.560675e-01 5.635891e+02 3.363791e+07 4.400000e+06 
5.191190e+07 5.913620e-02 1.977985e-01 7.527313e+02 4.695817e+07 4.400000e+06 
4.845740e+07 5.419116e-02 1.510887e-01 1.013036e+03 6.505514e+07 4.400000e+06 
4.452320e+07 4.531413e-02 1.099534e-01 1.425233e+03 9.372510e+07 4.400000e+06 
3.964470e+07 2.835710e-02 7.290883e-02 2.216008e+03 1.472293e+08 4.400000e+06 
3.476110e+07 1.062024e-02 4.810505e-02 3.434988e+03 2.291133e+08 4.400000e+06 
2.987200e+07 -2.509389e-04 3.171880e-02 5.314752e+03 3.534571e+08 4.400000e+06 
2.497670e+07 -4.457570e-03 2.096701e-02 8.214244e+03 5.406453e+08 4.400000e+06 
2.007470e+07 -4.072168e-03 1.400384e-02 1.263151e+04 8.152286e+08 4.400000e+06 
1.758450e+07 -3.133614e-03 1.146085e-02 1.582053e+04 9.986837e+08 4.400000e+06 
1.509180e+07 -2.083520e-03 9.481009e-03 1.997927e+04 1.209646e+09 4.400000e+06 
1.259820e+07 -1.103765e-03 7.888877e-03 2.591204e+04 1.456109e+09 4.400000e+06 
1.010380e+07 -2.605238e-04 6.602354e-03 3.459498e+04 1.742091e+09 4.400000e+06 
7.608460e+06 2.347677e-04 5.584518e-03 4.868430e+04 2.061694e+09 4.400000e+06 
5.112210e+06 5.202929e-04 4.780239e-03 7.470407e+04 2.410477e+09 4.400000e+06 
3.611940e+06 9.635661e-05 4.394884e-03 1.093101e+05 2.622776e+09 4.400000e+06 
2.111710e+06 1.377596e-04 4.047455e-03 1.651994e+05 2.848783e+09 4.400000e+06 
