1.111250e+06 7.081902e-05 3.856497e-03 2.281134e+05 2.990273e+09 4.400000e+06 
1.108320e+05 3.970091e-05 3.694760e-03 3.247413e+05 3.121450e+09 4.400000e+06 
-8.895680e+05 2.916362e-04 3.529460e-03 4.760120e+05 3.267825e+09 4.400000e+06 
-1.889980e+06 1.090469e-04 3.427635e-03 7.557976e+05 3.364547e+09 4.400000e+06 
-2.890380e+06 -3.985625e-05 3.324568e-03 1.249127e+06 3.467976e+09 4.400000e+06 
-3.890770e+06 -4.821394e-05 3.236199e-03 2.025302e+06 3.561038e+09 4.400000e+06 
-4.891100e+06 -1.774518e-05 3.158512e-03 3.174359e+06 3.646017e+09 4.400000e+06 
-5.891420e+06 -3.978802e-05 3.093817e-03 4.879919e+06 3.718188e+09 4.400000e+06 
-6.891730e+06 -1.122644e-05 3.039181e-03 7.273976e+06 3.779170e+09 4.400000e+06 
-7.892030e+06 -2.206154e-05 2.994829e-03 1.053987e+07 3.826998e+09 4.400000e+06 
-8.892340e+06 -9.731255e-06 2.933368e-03 1.434833e+07 3.897984e+09 4.400000e+06 
-9.892670e+06 -1.043330e-04 2.877298e-03 1.881649e+07 3.963147e+09 4.400000e+06 
