Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [2434] _GLOBAL__sub_I__ZN8atmos_pp10anglesetupERPdS1_Ri (atmos_pp_rts.cc) [48] atmosphere::init(char const*, io_class*) [2417] atom::unpack(unsigned char*, unsigned char, io_class&)
 [2365] del_ft2dim(double**, int, int, int, int) [16] atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [15] atom::get_pop(int, int, int, int, int)
 [2338] del_ft3dim(double***, int, int, int, int, int, int) [49] atmosphere::resize(int, int, int, int, int, int) [5] atom::opacity(double***, double***, double***, double***, double***, double, double, double)
 [2374] del_ft4dim(double****, int, int, int, int, int, int, int, int) [50] atmosphere::unpack(unsigned char*, unsigned char, io_class&) [2360] atom::pupdate(double, double*, int, int, int, int)
 [2435] del_ft5dim(double*****, int, int, int, int, int, int, int, int, int, int) [29] atmosphere::get_pop(int, int, int, int, int, int) [2418] atom::rtclean(int, int, int, int, int, int, int, int)
 [2436] reducepath(char*)     [39] atmosphere::ltepops() [2419] atom::rtsetup(double*, double*, int, double*, int, int, int, int, int, int, int)
 [2370] solveCrout(int, double*, double*, double*) [17] atmosphere::newpops(double***, double***, double***, double*, int) [2422] atom::damp_col(double, double, double, double, double, signed char)
 [2425] arg_extract(char*, char*&, char***&, char&, char&) [4] atmosphere::opacity(double***, double***, double***, double***, double****, double, double, double) [11] atom::damp_col(int, int, int, int, int, int, double, double, double)
  [45] atmos_pp_new(unsigned char*, int&, unsigned char, io_class&) [44] atmosphere::project(double***, double***, double***, double, double, int, int, int, int, int, int) [2346] atom::damp_rad(float**, unsigned short, unsigned short)
 [2364] del_i08t2dim(signed char**, int, int, int, int) [3] atmosphere::nltepops() [2420] atom::popclean(int, int, int, int, int, int)
 [2437] z_uncompress(unsigned char*, int&, unsigned char, io_class&) [2443] atmosphere::popclean() [2421] atom::popsetup(int, int, int, int, int, int)
 [2388] del_ui32t2dim(unsigned int**, int, int, int, int) [2444] atmosphere::popsetup() [2361] atom::abundance()
 [2359] Exponential_Integral_Ei(double) [2376] atmosphere::transform(double***, double***, double***, double, double, int, int, int, int, int, int) [18] atom::broad_dop(double, double, double)
 [2349] aps(double)           [51] atmosphere::atmosphere(unsigned char*, int&, unsigned char, io_class&) [43] atom::getlambda(double*, int&, double, double, double)
 [2423] pack(unsigned char*, char*) [2431] sock_class::recv(int&) [2345] atom::prof_init()
 [2429] pack(unsigned char*, unsigned char&) [2445] sock_class::recv_id(id&) [2424] atom::atom(unsigned char*, int&, unsigned char, io_class&)
 [2438] pack(unsigned char*, int&, unsigned char) [2446] sock_class::send_id(id&) [32] bfcs::U(double*, int)
 [2412] sort(double*, int)  [2447] sock_class::sock_class(int) [19] bfcs::U(double)
 [2371] Crout(int, double*, double*) [14] atmos_ppbez::formal(double***, double***, double***, double***, double, double) [2456] grid::resize(int, int, int, int, int, int)
 [2409] parse(char*)          [52] atmos_ppbez::atmos_ppbez(unsigned char*, int&, unsigned char, io_class&) [2457] grid::unpack(unsigned char*, unsigned char, io_class&)
 [2389] roman(int)            [25] h_minus_mol::emissivity(double***, double***, double***, double***, double***, double, double, double) [2458] grid::grid(unsigned char*, int&, unsigned char, io_class&)
 [2351] append(atmol*, atmol**, int&) [26] h_minus_mol::freefree_op(double***, double***, double***, double) [21] hybf::U(double)
 [2387] bf_new(unsigned char*, int&, unsigned char, io_class&) [40] h_minus_mol::boundfree_op(double***, double) [2426] hybf::unpack(unsigned char*, unsigned char, io_class&)
 [2363] ft2dim(int, int, int, int) [23] h_minus_mol::opacity(double***, double***, double***, double***, double***, double, double, double) [2433] hybf::getlambda(int&)
  [24] ft3dim(int, int, int, int, int, int) [2367] h_minus_mol::pupdate(double, double*, int, int, int, int) [36] hybf::~hybf()
 [2375] ft4dim(int, int, int, int, int, int, int, int) [2448] h_minus_mol::popclean(int, int, int, int, int, int) [2459] jnfo::jnfo()
 [2439] ft5dim(int, int, int, int, int, int, int, int, int, int) [2449] h_minus_mol::popsetup(int, int, int, int, int, int) [53] jnfo::jnfo(unsigned char*, unsigned char, io_class&)
  [22] fvoigt(double, double) [2450] id::id(sock_class*) [2460] jnfo::~jnfo()
 [2369] max_1d(double*, int, int) [2451] id::id()       [2461] node::node(unsigned char*, int&, unsigned char, io_class&)
 [2390] pf_new(unsigned char*, int&, unsigned char, io_class&) [2432] id::~id() [35] trav::U(double, double, io_class&)
  [31] svdcmp(double**, int, int, double*, double**) [2342] pf::U(double, double, io_class&) [28] trav::dU(double, double, io_class&)
 [2408] unpack(unsigned char*, double***, int, int, int, int, int, int, unsigned char) [2343] pf::dU(double, double, io_class&) [2395] trav::unpack(unsigned char*, unsigned char, io_class&)
 [2381] unpack(unsigned char*, double*, int, int, unsigned char) [2347] cpf::U(double, double, io_class&) [2362] atmol::components(int&)
 [2379] unpack(unsigned char*, float*, int, int, unsigned char) [2348] cpf::dU(double, double, io_class&) [2340] atmol::emissivity(double***, double***, double***, double***, double***, double, double, double)
 [2440] unpack(unsigned char*, int*, int, int, unsigned char) [2350] mol::components(int&) [38] atmol::prof_clear()
 [2396] unpack(unsigned char*, unsigned short*, int, int, unsigned char) [2355] mol::dissoc(double, double) [2400] atmol::prof_setup()
 [2386] unpack(unsigned char*, char*&) [2399] mol::unpack(unsigned char*, unsigned char, atmol**, int, io_class&) [30] atmol::fetch_population(int, int, int, int, int, int)
 [2377] unpack(unsigned char*, signed char&) [2357] mol::pupdate(double, double*, int, int, int, int) [2393] atmol::set_parent_atmosphere(atmosphere*)
 [2378] unpack(unsigned char*, double&, unsigned char) [2406] mol::popsetup(int, int, int, int, int, int) [37] atmol::add(double***, double***, double***, double, double)
 [2384] unpack(unsigned char*, unsigned char&) [2452] reg::is_clr(unsigned long) [2401] atmol::lte(double***, double***)
 [2382] unpack(unsigned char*, int&, unsigned char) [2453] reg::is_set(unsigned long) [2402] atmol::info()
 [2430] unpack(unsigned char*, unsigned int&, unsigned char) [2454] reg::unpack(unsigned char*, io_class&) [2356] atmol::pops(atmol**, unsigned short, double, double, int, int, int)
 [2385] unpack(unsigned char*, unsigned long&, unsigned char) [2455] reg::reg(unsigned long) [2372] atmol::rtinit()
 [2410] unpack(unsigned char*, unsigned short&, unsigned char) [7] atom::emissivity(double***, double***, double***, double***, double***, double, double, double) [2341] atmol::opacity(double***, double***, double***, double***, double***, double, double, double)
 [2380] unpack(unsigned char*, unsigned char*, int, int) [2414] atom::prof_clear() [2403] atmol::rtclean(int, int, int, int, int, int, int, int)
 [2397] eqc_new(unsigned char*, int&, unsigned char, io_class&) [2415] atom::prof_setup() [2404] atmol::rtsetup(double*, double*, int, double*, int, int, int, int, int, int, int)
 [2441] get_opt(char**&, optel*) [8] atom::freefree_op(double***, double***, double***, double) [2407] atmol::popclean(int, int, int, int, int, int)
 [2398] mol_new(unsigned int, unsigned char*, int&, unsigned char, atmol**, int, io_class&) [9] atom::boundfree_op(double***, double) [2405] atmol::getlambda(double*, int&, double, double, double)
 [2413] atom_new(unsigned long, unsigned char*, int&, unsigned char, io_class&) [12] atom::boundbound_em(double***, double***, double***, double***, double***, double) [2339] atmol::prof_init()
 [2366] i08t2dim(int, int, int, int) [10] atom::boundbound_op(double***, double***, double***, double***, double***, double) [2394] atmol::atmol(unsigned char*, int&, unsigned char, io_class&)
 [2391] newtrans(unsigned char, unsigned short*) [2352] atom::R_ij_local_ALO(int, int, int, double, double, double, double) [2427] cmdln::get(char const*, int&)
 [2392] atmol_new(unsigned char*, int&, unsigned char, atmol**, int, io_class&) [13] atom::add(double***, double***, double***, double, double) [2411] fdset::rem(int)
  [46] atmos_new(unsigned char*, int&, unsigned char, io_class&) [27] atom::add(double***, double***, int, int, int, int, int, int) [2428] helium::helium(unsigned char*, int&, unsigned char, io_class&)
 [2383] ui32t2dim(int, int, int, int) [42] atom::lte(double***, double***) [2462] atmos_pp::anglesetup(double*&, double*&, int&)
   [6] atmosphere::emissivity(double***, double***, double***, double***, double****, double, double, double) [2353] atom::C_ij(int, int, int, double, double) [54] atmos_pp::atmos_pp(unsigned char*, int&, unsigned char, io_class&)
 [2442] atmosphere::read_atmos(char const*, char const*, unsigned char, io_class*) [2416] atom::info() [2368] eqc_hmin::K(double, double)
  [33] atmosphere::thomson_em(double***, double, int, int, int, int, int, int) [41] atom::pops(atmol**, unsigned short, double, double, int, int, int) [2358] eqc_poly::K(double, double)
  [47] atmosphere::read_spinor(char const*, char const*, io_class*) [2354] atom::C_ij_H(int, int, int, double, double) [2463] hydrogen::hydrogen(unsigned char*, int&, unsigned char, io_class&)
  [34] atmosphere::add(double***, double***, int, int, int, int, int, int) [20] atom::ionfrc(double, double, double*&, double*&, int&) [2344] io_class::msg(int, char const*, ...)
   [2] atmosphere::obs(double, double, double*, int) [2373] atom::rtinit() [2464] io_class::io_class(char*, char*&, char const*, unsigned int, unsigned int, int, int)
