Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   62244/62244       mol::components(int&) [2350]
                0.00    0.00   47880/47880       append(atmol*, atmol**, int&) [2351]
                0.00    0.00   31122/31122       mol::dissoc(double, double) [2355]
                0.00    0.00   28728/28728       eqc_poly::K(double, double) [2358]
                0.00    0.00   28728/28728       mol::pupdate(double, double*, int, int, int, int) [2357]
                0.00    0.00   16758/16758       atmol::components(int&) [2362]
                0.00    0.00   16758/16758       atom::abundance() [2361]
                0.00    0.00   16758/16758       atom::pupdate(double, double*, int, int, int, int) [2360]
                0.00    0.00    9576/11913       ft2dim(int, int, int, int) [2363]
                0.00    0.00    7182/7182        del_i08t2dim(signed char**, int, int, int, int) [2364]
                0.00    0.00    4788/4788        del_ft2dim(double**, int, int, int, int) [2365]
                0.00    0.00    2394/2394        i08t2dim(int, int, int, int) [2366]
                0.00    0.00    2394/2394        eqc_hmin::K(double, double) [2368]
                0.00    0.00    2394/2394        h_minus_mol::pupdate(double, double*, int, int, int, int) [2367]
-----------------------------------------------
                0.00    0.13      41/41          atmosphere::nltepops() [3]
[17]     3.3    0.00    0.13      41         atmosphere::newpops(double***, double***, double***, double*, int) [17]
                0.02    0.11    2337/2394        atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
                0.00    0.00   16359/16359       atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
                0.00    0.00      41/2277097     ft3dim(int, int, int, int, int, int) [24]
                0.00    0.00   30381/30381       atmol::pops(atmol**, unsigned short, double, double, int, int, int) [2356]
                0.00    0.00    2378/2378        max_1d(double*, int, int) [2369]
                0.00    0.00      41/365034      io_class::msg(int, char const*, ...) [2344]
                0.00    0.00      41/2277086     del_ft3dim(double***, int, int, int, int, int, int) [2338]
-----------------------------------------------
                0.00    0.00       3/16222089     atom::getlambda(double*, int&, double, double, double) [43]
                0.05    0.00 8111043/16222089     atom::boundbound_em(double***, double***, double***, double***, double***, double) [12]
                0.05    0.00 8111043/16222089     atom::boundbound_op(double***, double***, double***, double***, double***, double) [10]
[18]     2.6    0.10    0.00 16222089         atom::broad_dop(double, double, double) [18]
-----------------------------------------------
                0.10    0.00 145998774/145998774     atom::boundfree_op(double***, double) [9]
[19]     2.4    0.10    0.00 145998774         bfcs::U(double) [19]
-----------------------------------------------
                0.04    0.05  241374/241374      atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[20]     2.3    0.04    0.05  241374         atom::ionfrc(double, double, double*&, double*&, int&) [20]
                0.04    0.00  655158/655158      trav::dU(double, double, io_class&) [28]
                0.01    0.00  655158/656241      trav::U(double, double, io_class&) [35]
                0.00    0.00  413784/414468      pf::U(double, double, io_class&) [2342]
                0.00    0.00  413784/413784      pf::dU(double, double, io_class&) [2343]
                0.00    0.00  137928/138156      cpf::U(double, double, io_class&) [2347]
                0.00    0.00  137928/137928      cpf::dU(double, double, io_class&) [2348]
-----------------------------------------------
                0.06    0.00 16222086/16222086     atom::boundfree_op(double***, double) [9]
[21]     1.5    0.06    0.00 16222086         hybf::U(double) [21]
-----------------------------------------------
                0.00    0.00     914/8111957     atom::getlambda(double*, int&, double, double, double) [43]
                0.06    0.00 8111043/8111957     atom::boundbound_op(double***, double***, double***, double***, double***, double) [10]
[22]     1.5    0.06    0.00 8111957         fvoigt(double, double) [22]
-----------------------------------------------
                0.01    0.02   47433/94866       h_minus_mol::emissivity(double***, double***, double***, double***, double***, double, double, double) [25]
                0.01    0.02   47433/94866       atmosphere::opacity(double***, double***, double***, double***, double****, double, double, double) [4]
[23]     1.4    0.01    0.04   94866         h_minus_mol::opacity(double***, double***, double***, double***, double***, double, double, double) [23]
                0.04    0.00   94866/94866       h_minus_mol::freefree_op(double***, double***, double***, double) [26]
                0.00    0.00   94866/94866       h_minus_mol::boundfree_op(double***, double) [40]
                0.00    0.00   94866/2277086     del_ft3dim(double***, int, int, int, int, int, int) [2338]
-----------------------------------------------
                0.00    0.00       1/2277097     atmosphere::obs(double, double, double*, int) [2]
                0.00    0.00       2/2277097     atmosphere::nltepops() [3]
                0.00    0.00      11/2277097     atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
                0.00    0.00      11/2277097     atmosphere::resize(int, int, int, int, int, int) [49]
                0.00    0.00      41/2277097     atmosphere::newpops(double***, double***, double***, double*, int) [17]
                0.00    0.00     247/2277097     atmosphere::project(double***, double***, double***, double, double, int, int, int, int, int, int) [44]
                0.00    0.00   47433/2277097     atmosphere::opacity(double***, double***, double***, double***, double****, double, double, double) [4]
                0.00    0.00   47433/2277097     atmosphere::thomson_em(double***, double, int, int, int, int, int, int) [33]
                0.00    0.00   94866/2277097     h_minus_mol::boundfree_op(double***, double) [40]
                0.00    0.00   94866/2277097     h_minus_mol::freefree_op(double***, double***, double***, double) [26]
                0.01    0.00  332031/2277097     atom::boundbound_em(double***, double***, double***, double***, double***, double) [12]
                0.01    0.00  332031/2277097     atom::boundbound_op(double***, double***, double***, double***, double***, double) [10]
                0.01    0.00  664062/2277097     atom::freefree_op(double***, double***, double***, double) [8]
                0.01    0.00  664062/2277097     atom::boundfree_op(double***, double) [9]
[24]     1.3    0.05    0.00 2277097         ft3dim(int, int, int, int, int, int) [24]
-----------------------------------------------
                0.02    0.03   47433/47433       atmosphere::emissivity(double***, double***, double***, double***, double****, double, double, double) [6]
[25]     1.2    0.02    0.03   47433         h_minus_mol::emissivity(double***, double***, double***, double***, double***, double, double, double) [25]
                0.01    0.02   47433/94866       h_minus_mol::opacity(double***, double***, double***, double***, double***, double, double, double) [23]
-----------------------------------------------
                0.04    0.00   94866/94866       h_minus_mol::opacity(double***, double***, double***, double***, double***, double, double, double) [23]
[26]     1.1    0.04    0.00   94866         h_minus_mol::freefree_op(double***, double***, double***, double) [26]
                0.00    0.00   94866/2277097     ft3dim(int, int, int, int, int, int) [24]
-----------------------------------------------
                0.02    0.00  664062/1328124     atom::emissivity(double***, double***, double***, double***, double***, double, double, double) [7]
                0.02    0.00  664062/1328124     atom::opacity(double***, double***, double***, double***, double***, double, double, double) [5]
[27]     1.0    0.04    0.00 1328124         atom::add(double***, double***, int, int, int, int, int, int) [27]
                0.00    0.00 1328124/2277086     del_ft3dim(double***, int, int, int, int, int, int) [2338]
-----------------------------------------------
                0.04    0.00  655158/655158      atom::ionfrc(double, double, double*&, double*&, int&) [20]
[28]     1.0    0.04    0.00  655158         trav::dU(double, double, io_class&) [28]
-----------------------------------------------
                0.00    0.00   42066/32486238     atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
                0.02    0.00 32444172/32486238     atom::damp_col(int, int, int, int, int, int, double, double, double) [11]
[29]     0.5    0.02    0.00 32486238         atmosphere::get_pop(int, int, int, int, int, int) [29]
-----------------------------------------------
                0.00    0.00   42066/32486236     atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
                0.02    0.00 32444170/32486236     atom::damp_col(int, int, int, int, int, int, double, double, double) [11]
[30]     0.5    0.02    0.00 32486236         atmol::fetch_population(int, int, int, int, int, int) [30]
-----------------------------------------------
                0.02    0.00    5586/5586        atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[31]     0.5    0.02    0.00    5586         svdcmp(double**, int, int, double*, double**) [31]
-----------------------------------------------
                                                 <spontaneous>
[32]     0.4    0.02    0.00                 bfcs::U(double*, int) [32]
-----------------------------------------------
                0.01    0.00   47433/47433       atmosphere::emissivity(double***, double***, double***, double***, double****, double, double, double) [6]
[33]     0.3    0.01    0.00   47433         atmosphere::thomson_em(double***, double, int, int, int, int, int, int) [33]
                0.00    0.00   47433/2277097     ft3dim(int, int, int, int, int, int) [24]
-----------------------------------------------
                0.01    0.00  948659/1897319     atmosphere::emissivity(double***, double***, double***, double***, double****, double, double, double) [6]
                0.01    0.00  948660/1897319     atmosphere::opacity(double***, double***, double***, double***, double****, double, double, double) [4]
[34]     0.3    0.01    0.00 1897319         atmosphere::add(double***, double***, int, int, int, int, int, int) [34]
                0.00    0.00  758928/2277086     del_ft3dim(double***, int, int, int, int, int, int) [2338]
-----------------------------------------------
                0.00    0.00    1083/656241      atom::lte(double***, double***) [42]
                0.01    0.00  655158/656241      atom::ionfrc(double, double, double*&, double*&, int&) [20]
[35]     0.3    0.01    0.00  656241         trav::U(double, double, io_class&) [35]
-----------------------------------------------
                                                 <spontaneous>
[36]     0.3    0.01    0.00                 hybf::~hybf() [36]
-----------------------------------------------
                0.01    0.00  614016/614016      atmosphere::nltepops() [3]
[37]     0.1    0.01    0.00  614016         atmol::add(double***, double***, double***, double, double) [37]
-----------------------------------------------
                0.01    0.00      13/13          atmosphere::obs(double, double, double*, int) [2]
[38]     0.1    0.01    0.00      13         atmol::prof_clear() [38]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::obs(double, double, double*, int) [2]
[39]     0.1    0.00    0.00       1         atmosphere::ltepops() [39]
                0.00    0.00      57/2394        atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
                0.00    0.00       7/7           atom::lte(double***, double***) [42]
                0.00    0.00      13/13          atmol::lte(double***, double***) [2401]
                0.00    0.00      13/13          atmol::info() [2402]
                0.00    0.00       7/7           atom::info() [2416]
                0.00    0.00       1/365034      io_class::msg(int, char const*, ...) [2344]
-----------------------------------------------
                0.00    0.00   94866/94866       h_minus_mol::opacity(double***, double***, double***, double***, double***, double, double, double) [23]
[40]     0.1    0.00    0.00   94866         h_minus_mol::boundfree_op(double***, double) [40]
                0.00    0.00   94866/2277097     ft3dim(int, int, int, int, int, int) [24]
-----------------------------------------------
                0.00    0.00   16359/16359       atmosphere::newpops(double***, double***, double***, double*, int) [17]
[41]     0.0    0.00    0.00   16359         atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
                0.00    0.00   42066/32493249     atom::get_pop(int, int, int, int, int) [15]
                0.00    0.00   42066/32486236     atmol::fetch_population(int, int, int, int, int, int) [30]
                0.00    0.00   42066/32486238     atmosphere::get_pop(int, int, int, int, int, int) [29]
                0.00    0.00   42066/42066       atom::R_ij_local_ALO(int, int, int, double, double, double, double) [2352]
                0.00    0.00   42066/42066       atom::C_ij(int, int, int, double, double) [2353]
                0.00    0.00   42066/42066       atom::C_ij_H(int, int, int, double, double) [2354]
                0.00    0.00    2337/11913       ft2dim(int, int, int, int) [2363]
                0.00    0.00    2337/2337        Crout(int, double*, double*) [2371]
                0.00    0.00    2337/2337        solveCrout(int, double*, double*, double*) [2370]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::ltepops() [39]
[42]     0.0    0.00    0.00       7         atom::lte(double***, double***) [42]
                0.00    0.00    1083/656241      trav::U(double, double, io_class&) [35]
                0.00    0.00     684/414468      pf::U(double, double, io_class&) [2342]
                0.00    0.00     228/138156      cpf::U(double, double, io_class&) [2347]
-----------------------------------------------
                0.00    0.00       7/7           atmosphere::nltepops() [3]
[43]     0.0    0.00    0.00       7         atom::getlambda(double*, int&, double, double, double) [43]
                0.00    0.00     914/8111957     fvoigt(double, double) [22]
                0.00    0.00       3/16222089     atom::broad_dop(double, double, double) [18]
                0.00    0.00       7/7           sort(double*, int) [2412]
                0.00    0.00       6/284604      atom::damp_rad(float**, unsigned short, unsigned short) [2346]
                0.00    0.00       6/6           atom::damp_col(double, double, double, double, double, signed char) [2422]
                0.00    0.00       6/365034      io_class::msg(int, char const*, ...) [2344]
                0.00    0.00       2/2           hybf::getlambda(int&) [2433]
-----------------------------------------------
                0.00    0.00       1/247         atmosphere::obs(double, double, double*, int) [2]
                0.00    0.00     246/247         atmosphere::nltepops() [3]
[44]     0.0    0.00    0.00     247         atmosphere::project(double***, double***, double***, double, double, int, int, int, int, int, int) [44]
                0.00    0.00     247/2277097     ft3dim(int, int, int, int, int, int) [24]
-----------------------------------------------
                0.00    0.00       1/1           atmos_new(unsigned char*, int&, unsigned char, io_class&) [46]
[45]     0.0    0.00    0.00       1         atmos_pp_new(unsigned char*, int&, unsigned char, io_class&) [45]
                0.00    0.00       1/1           atmos_ppbez::atmos_ppbez(unsigned char*, int&, unsigned char, io_class&) [52]
                0.00    0.00       1/223         unpack(unsigned char*, signed char&) [2377]
-----------------------------------------------
                0.00    0.00       1/1           jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
[46]     0.0    0.00    0.00       1         atmos_new(unsigned char*, int&, unsigned char, io_class&) [46]
                0.00    0.00       1/1           atmos_pp_new(unsigned char*, int&, unsigned char, io_class&) [45]
                0.00    0.00       1/223         unpack(unsigned char*, signed char&) [2377]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::init(char const*, io_class*) [48]
[47]     0.0    0.00    0.00       1         atmosphere::read_spinor(char const*, char const*, io_class*) [47]
                0.00    0.00       1/1           atmosphere::resize(int, int, int, int, int, int) [49]
                0.00    0.00      59/365034      io_class::msg(int, char const*, ...) [2344]
-----------------------------------------------
                0.00    0.00       1/1           activate(void*) [1]
[48]     0.0    0.00    0.00       1         atmosphere::init(char const*, io_class*) [48]
                0.00    0.00       1/1           atmosphere::read_spinor(char const*, char const*, io_class*) [47]
                0.00    0.00       2/365034      io_class::msg(int, char const*, ...) [2344]
                0.00    0.00       1/1           reg::is_clr(unsigned long) [2452]
                0.00    0.00       1/1           reg::is_set(unsigned long) [2453]
                0.00    0.00       1/1           atmosphere::read_atmos(char const*, char const*, unsigned char, io_class*) [2442]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::read_spinor(char const*, char const*, io_class*) [47]
[49]     0.0    0.00    0.00       1         atmosphere::resize(int, int, int, int, int, int) [49]
                0.00    0.00      11/2277097     ft3dim(int, int, int, int, int, int) [24]
                0.00    0.00      11/2277086     del_ft3dim(double***, int, int, int, int, int, int) [2338]
                0.00    0.00       1/1           grid::resize(int, int, int, int, int, int) [2456]
-----------------------------------------------
                0.00    0.00       1/1           atmosphere::atmosphere(unsigned char*, int&, unsigned char, io_class&) [51]
[50]     0.0    0.00    0.00       1         atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
                0.00    0.00      11/2277097     ft3dim(int, int, int, int, int, int) [24]
                0.00    0.00      20/20          atmol_new(unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2392]
                0.00    0.00      11/11          unpack(unsigned char*, double***, int, int, int, int, int, int, unsigned char) [2408]
                0.00    0.00       2/50          unpack(unsigned char*, char*&) [2386]
                0.00    0.00       1/1           reg::unpack(unsigned char*, io_class&) [2454]
                0.00    0.00       1/67          unpack(unsigned char*, unsigned char&) [2384]
                0.00    0.00       1/8           unpack(unsigned char*, unsigned short&, unsigned char) [2410]
                0.00    0.00       1/365034      io_class::msg(int, char const*, ...) [2344]
-----------------------------------------------
                0.00    0.00       1/1           atmos_pp::atmos_pp(unsigned char*, int&, unsigned char, io_class&) [54]
[51]     0.0    0.00    0.00       1         atmosphere::atmosphere(unsigned char*, int&, unsigned char, io_class&) [51]
                0.00    0.00       1/1           atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
                0.00    0.00       1/1           grid::grid(unsigned char*, int&, unsigned char, io_class&) [2458]
                0.00    0.00       1/1           reg::reg(unsigned long) [2455]
-----------------------------------------------
                0.00    0.00       1/1           atmos_pp_new(unsigned char*, int&, unsigned char, io_class&) [45]
[52]     0.0    0.00    0.00       1         atmos_ppbez::atmos_ppbez(unsigned char*, int&, unsigned char, io_class&) [52]
                0.00    0.00       1/1           atmos_pp::atmos_pp(unsigned char*, int&, unsigned char, io_class&) [54]
                0.00    0.00       1/365034      io_class::msg(int, char const*, ...) [2344]
-----------------------------------------------
                0.00    0.00       1/1           job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
[53]     0.0    0.00    0.00       1         jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
                0.00    0.00       1/1           atmos_new(unsigned char*, int&, unsigned char, io_class&) [46]
                0.00    0.00       4/67          unpack(unsigned char*, unsigned char&) [2384]
                0.00    0.00       3/142         unpack(unsigned char*, double*, int, int, unsigned char) [2381]
                0.00    0.00       2/74          unpack(unsigned char*, int&, unsigned char) [2382]
                0.00    0.00       2/2           unpack(unsigned char*, unsigned int&, unsigned char) [2430]
                0.00    0.00       1/1           z_uncompress(unsigned char*, int&, unsigned char, io_class&) [2437]
                0.00    0.00       1/1           unpack(unsigned char*, int*, int, int, unsigned char) [2440]
                0.00    0.00       1/50          unpack(unsigned char*, char*&) [2386]
-----------------------------------------------
                0.00    0.00       1/1           atmos_ppbez::atmos_ppbez(unsigned char*, int&, unsigned char, io_class&) [52]
[54]     0.0    0.00    0.00       1         atmos_pp::atmos_pp(unsigned char*, int&, unsigned char, io_class&) [54]
                0.00    0.00       1/1           atmosphere::atmosphere(unsigned char*, int&, unsigned char, io_class&) [51]
                0.00    0.00       1/365034      io_class::msg(int, char const*, ...) [2344]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.0    0.00    0.00                 job_class::job_class(sock_class*, int, slvcfg**&, io_class&) [55]
                0.00    0.00       1/1           jnfo::jnfo(unsigned char*, unsigned char, io_class&) [53]
                0.00    0.00       3/74          unpack(unsigned char*, int&, unsigned char) [2382]
                0.00    0.00       3/50          unpack(unsigned char*, char*&) [2386]
                0.00    0.00       2/2           sock_class::recv(int&) [2431]
                0.00    0.00       2/2           id::~id() [2432]
                0.00    0.00       1/1           jnfo::jnfo() [2459]
                0.00    0.00       1/1           id::id(sock_class*) [2450]
                0.00    0.00       1/1           id::id() [2451]
                0.00    0.00       1/1           sock_class::send_id(id&) [2446]
                0.00    0.00       1/1           jnfo::~jnfo() [2460]
-----------------------------------------------
                0.00    0.00      11/2277086     atmosphere::resize(int, int, int, int, int, int) [49]
                0.00    0.00      41/2277086     atmosphere::newpops(double***, double***, double***, double*, int) [17]
                0.00    0.00     404/2277086     atmosphere::obs(double, double, double*, int) [2]
                0.00    0.00   94712/2277086     atmosphere::nltepops() [3]
                0.00    0.00   94866/2277086     h_minus_mol::opacity(double***, double***, double***, double***, double***, double, double, double) [23]
                0.00    0.00  758928/2277086     atmosphere::add(double***, double***, int, int, int, int, int, int) [34]
                0.00    0.00 1328124/2277086     atom::add(double***, double***, int, int, int, int, int, int) [27]
[2338]   0.0    0.00    0.00 2277086         del_ft3dim(double***, int, int, int, int, int, int) [2338]
-----------------------------------------------
                0.00    0.00    2613/616629      atmosphere::obs(double, double, double*, int) [2]
                0.00    0.00  614016/616629      atmosphere::nltepops() [3]
[2339]   0.0    0.00    0.00  616629         atmol::prof_init() [2339]
-----------------------------------------------
                0.00    0.00  569196/569196      atmosphere::emissivity(double***, double***, double***, double***, double****, double, double, double) [6]
[2340]   0.0    0.00    0.00  569196         atmol::emissivity(double***, double***, double***, double***, double***, double, double, double) [2340]
-----------------------------------------------
                0.00    0.00  569196/569196      atmosphere::opacity(double***, double***, double***, double***, double****, double, double, double) [4]
[2341]   0.0    0.00    0.00  569196         atmol::opacity(double***, double***, double***, double***, double***, double, double, double) [2341]
-----------------------------------------------
                0.00    0.00     684/414468      atom::lte(double***, double***) [42]
                0.00    0.00  413784/414468      atom::ionfrc(double, double, double*&, double*&, int&) [20]
[2342]   0.0    0.00    0.00  414468         pf::U(double, double, io_class&) [2342]
-----------------------------------------------
                0.00    0.00  413784/413784      atom::ionfrc(double, double, double*&, double*&, int&) [20]
[2343]   0.0    0.00    0.00  413784         pf::dU(double, double, io_class&) [2343]
-----------------------------------------------
                0.00    0.00       1/365034      activate(void*) [1]
                0.00    0.00       1/365034      atmosphere::unpack(unsigned char*, unsigned char, io_class&) [50]
                0.00    0.00       1/365034      atmos_pp::atmos_pp(unsigned char*, int&, unsigned char, io_class&) [54]
                0.00    0.00       1/365034      atmos_ppbez::atmos_ppbez(unsigned char*, int&, unsigned char, io_class&) [52]
                0.00    0.00       1/365034      atmosphere::ltepops() [39]
                0.00    0.00       1/365034      node::node(unsigned char*, int&, unsigned char, io_class&) [2461]
                0.00    0.00       2/365034      atmosphere::init(char const*, io_class*) [48]
                0.00    0.00       2/365034      atmosphere::obs(double, double, double*, int) [2]
                0.00    0.00       3/365034      atom_new(unsigned long, unsigned char*, int&, unsigned char, io_class&) [2413]
                0.00    0.00       4/365034      atom::atom(unsigned char*, int&, unsigned char, io_class&) [2424]
                0.00    0.00       6/365034      atom::getlambda(double*, int&, double, double, double) [43]
                0.00    0.00      13/365034      mol_new(unsigned int, unsigned char*, int&, unsigned char, atmol**, int, io_class&) [2398]
                0.00    0.00      41/365034      atmosphere::newpops(double***, double***, double***, double*, int) [17]
                0.00    0.00      44/365034      atmosphere::nltepops() [3]
                0.00    0.00      59/365034      atmosphere::read_spinor(char const*, char const*, io_class*) [47]
                0.00    0.00  364854/365034      atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2344]   0.0    0.00    0.00  365034         io_class::msg(int, char const*, ...) [2344]
-----------------------------------------------
                0.00    0.00    1407/332031      atmosphere::obs(double, double, double*, int) [2]
                0.00    0.00  330624/332031      atmosphere::nltepops() [3]
[2345]   0.0    0.00    0.00  332031         atom::prof_init() [2345]
-----------------------------------------------
                0.00    0.00       6/284604      atom::getlambda(double*, int&, double, double, double) [43]
                0.00    0.00  142299/284604      atom::boundbound_em(double***, double***, double***, double***, double***, double) [12]
                0.00    0.00  142299/284604      atom::boundbound_op(double***, double***, double***, double***, double***, double) [10]
[2346]   0.0    0.00    0.00  284604         atom::damp_rad(float**, unsigned short, unsigned short) [2346]
-----------------------------------------------
                0.00    0.00     228/138156      atom::lte(double***, double***) [42]
                0.00    0.00  137928/138156      atom::ionfrc(double, double, double*&, double*&, int&) [20]
[2347]   0.0    0.00    0.00  138156         cpf::U(double, double, io_class&) [2347]
-----------------------------------------------
                0.00    0.00  137928/137928      atom::ionfrc(double, double, double*&, double*&, int&) [20]
[2348]   0.0    0.00    0.00  137928         cpf::dU(double, double, io_class&) [2348]
-----------------------------------------------
                0.00    0.00   42066/84132       atom::C_ij(int, int, int, double, double) [2353]
                0.00    0.00   42066/84132       atom::C_ij_H(int, int, int, double, double) [2354]
[2349]   0.0    0.00    0.00   84132         aps(double) [2349]
-----------------------------------------------
                0.00    0.00   62244/62244       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2350]   0.0    0.00    0.00   62244         mol::components(int&) [2350]
-----------------------------------------------
                0.00    0.00   47880/47880       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2351]   0.0    0.00    0.00   47880         append(atmol*, atmol**, int&) [2351]
-----------------------------------------------
                0.00    0.00   42066/42066       atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
[2352]   0.0    0.00    0.00   42066         atom::R_ij_local_ALO(int, int, int, double, double, double, double) [2352]
-----------------------------------------------
                0.00    0.00   42066/42066       atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
[2353]   0.0    0.00    0.00   42066         atom::C_ij(int, int, int, double, double) [2353]
                0.00    0.00   42066/84132       aps(double) [2349]
                0.00    0.00   25338/25338       Exponential_Integral_Ei(double) [2359]
-----------------------------------------------
                0.00    0.00   42066/42066       atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
[2354]   0.0    0.00    0.00   42066         atom::C_ij_H(int, int, int, double, double) [2354]
                0.00    0.00   42066/84132       aps(double) [2349]
-----------------------------------------------
                0.00    0.00   31122/31122       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2355]   0.0    0.00    0.00   31122         mol::dissoc(double, double) [2355]
-----------------------------------------------
                0.00    0.00   30381/30381       atmosphere::newpops(double***, double***, double***, double*, int) [17]
[2356]   0.0    0.00    0.00   30381         atmol::pops(atmol**, unsigned short, double, double, int, int, int) [2356]
-----------------------------------------------
                0.00    0.00   28728/28728       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2357]   0.0    0.00    0.00   28728         mol::pupdate(double, double*, int, int, int, int) [2357]
-----------------------------------------------
                0.00    0.00   28728/28728       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2358]   0.0    0.00    0.00   28728         eqc_poly::K(double, double) [2358]
-----------------------------------------------
                0.00    0.00   25338/25338       atom::C_ij(int, int, int, double, double) [2353]
[2359]   0.0    0.00    0.00   25338         Exponential_Integral_Ei(double) [2359]
-----------------------------------------------
                0.00    0.00   16758/16758       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2360]   0.0    0.00    0.00   16758         atom::pupdate(double, double*, int, int, int, int) [2360]
-----------------------------------------------
                0.00    0.00   16758/16758       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2361]   0.0    0.00    0.00   16758         atom::abundance() [2361]
-----------------------------------------------
                0.00    0.00   16758/16758       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2362]   0.0    0.00    0.00   16758         atmol::components(int&) [2362]
-----------------------------------------------
                0.00    0.00    2337/11913       atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
                0.00    0.00    9576/11913       atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2363]   0.0    0.00    0.00   11913         ft2dim(int, int, int, int) [2363]
-----------------------------------------------
                0.00    0.00    7182/7182        atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2364]   0.0    0.00    0.00    7182         del_i08t2dim(signed char**, int, int, int, int) [2364]
-----------------------------------------------
                0.00    0.00    4788/4788        atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2365]   0.0    0.00    0.00    4788         del_ft2dim(double**, int, int, int, int) [2365]
-----------------------------------------------
                0.00    0.00    2394/2394        atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2366]   0.0    0.00    0.00    2394         i08t2dim(int, int, int, int) [2366]
-----------------------------------------------
                0.00    0.00    2394/2394        atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2367]   0.0    0.00    0.00    2394         h_minus_mol::pupdate(double, double*, int, int, int, int) [2367]
-----------------------------------------------
                0.00    0.00    2394/2394        atmosphere::chemeq(atmol**, int, double, double, double&, int, int, int) [16]
[2368]   0.0    0.00    0.00    2394         eqc_hmin::K(double, double) [2368]
-----------------------------------------------
                0.00    0.00    2378/2378        atmosphere::newpops(double***, double***, double***, double*, int) [17]
[2369]   0.0    0.00    0.00    2378         max_1d(double*, int, int) [2369]
-----------------------------------------------
                0.00    0.00    2337/2337        atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
[2370]   0.0    0.00    0.00    2337         solveCrout(int, double*, double*, double*) [2370]
-----------------------------------------------
                0.00    0.00    2337/2337        atom::pops(atmol**, unsigned short, double, double, int, int, int) [41]
[2371]   0.0    0.00    0.00    2337         Crout(int, double*, double*) [2371]
-----------------------------------------------
                0.00    0.00     533/533         atmosphere::nltepops() [3]
[2372]   0.0    0.00    0.00     533         atmol::rtinit() [2372]
-----------------------------------------------
                0.00    0.00     287/287         atmosphere::nltepops() [3]
[2373]   0.0    0.00    0.00     287         atom::rtinit() [2373]
-----------------------------------------------
                0.00    0.00       1/253         atmosphere::obs(double, double, double*, int) [2]
                0.00    0.00       1/253         atom::prof_clear() [2414]
                0.00    0.00       5/253         atom::rtclean(int, int, int, int, int, int, int, int) [2418]
                0.00    0.00     246/253         atmosphere::nltepops() [3]
[2374]   0.0    0.00    0.00     253         del_ft4dim(double****, int, int, int, int, int, int, int, int) [2374]
-----------------------------------------------
                0.00    0.00       1/253         atom::prof_setup() [2415]
                0.00    0.00       5/253         atom::rtsetup(double*, double*, int, double*, int, int, int, int, int, int, int) [2419]
                0.00    0.00     247/253         atmosphere::transform(double***, double***, double***, double, double, int, int, int, int, int, int) [2376]
[2375]   0.0    0.00    0.00     253         ft4dim(int, int, int, int, int, int, int, int) [2375]
-----------------------------------------------
