6.560000000001874e-05 3.627275853529087e+14 
6.560020000001874e-05 3.617291508918708e+14 
6.560040000001874e-05 3.607269216932309e+14 
6.560060000001873e-05 3.597208657850466e+14 
6.560080000001877e-05 3.587109504754604e+14 
6.560100000001874e-05 3.576971423143521e+14 
6.560120000001875e-05 3.566794070655935e+14 
6.560140000001876e-05 3.556577096663969e+14 
6.560160000001877e-05 3.546320141904742e+14 
6.560180000001877e-05 3.536022838096531e+14 
6.560200000001878e-05 3.525684807521226e+14 
6.560220000001878e-05 3.515305662541539e+14 
6.560240000001880e-05 3.504885005225100e+14 
6.560260000001880e-05 3.494422426795118e+14 
6.560280000001880e-05 3.483917507145763e+14 
6.560300000001880e-05 3.473369814319214e+14 
6.560320000001881e-05 3.462778903928582e+14 
6.560340000001881e-05 3.452144318607183e+14 
6.560360000001883e-05 3.441465587389651e+14 
6.560380000001883e-05 3.430742225054311e+14 
6.560400000001883e-05 3.419973731461908e+14 
6.560420000001884e-05 3.409159590871740e+14 
6.560440000001884e-05 3.398299271187431e+14 
6.560460000001884e-05 3.387392223205970e+14 
6.560480000001883e-05 3.376437879787396e+14 
6.560500000001884e-05 3.365435655043288e+14 
6.560520000001886e-05 3.354384943458224e+14 
6.560540000001886e-05 3.343285118934020e+14 
6.560560000001886e-05 3.332135533867307e+14 
6.560580000001887e-05 3.320935518155749e+14 
6.560600000001886e-05 3.309684378100229e+14 
6.560620000001887e-05 3.298381395388231e+14 
6.560640000001889e-05 3.287025825873694e+14 
6.560660000001889e-05 3.275616898467192e+14 
6.560680000001888e-05 3.264153813834426e+14 
6.560700000001890e-05 3.252635743159316e+14 
6.560720000001890e-05 3.241061826778429e+14 
6.560740000001889e-05 3.229431172787985e+14 
6.560760000001890e-05 3.217742855587741e+14 
6.560780000001892e-05 3.205995914391161e+14 
6.560800000001892e-05 3.194189351639271e+14 
6.560820000001892e-05 3.182322131379400e+14 
6.560840000001893e-05 3.170393177567778e+14 
6.560860000001893e-05 3.158401372318850e+14 
6.560880000001893e-05 3.146345554074792e+14 
6.560900000001893e-05 3.134224515728625e+14 
6.560920000001896e-05 3.122037002645034e+14 
6.560940000001895e-05 3.109781710641996e+14 
6.560960000001895e-05 3.097457283859549e+14 
6.560980000001895e-05 3.085062313221732e+14 
6.561000000001896e-05 3.072595331739181e+14 
6.561020000001896e-05 3.060054815689802e+14 
6.561040000001896e-05 3.047439179888641e+14 
6.561060000001898e-05 3.034746775721714e+14 
6.561080000001897e-05 3.021975888497780e+14 
6.561100000001899e-05 3.009124734789304e+14 
6.561120000001898e-05 2.996191459499742e+14 
6.561140000001899e-05 2.983174133003895e+14 
6.561160000001899e-05 2.970070748102228e+14 
6.561180000001901e-05 2.956879216715079e+14 
6.561200000001901e-05 2.943597366673181e+14 
